"RANK","INC_YEAR","COMPANY","3-YR GROWTH","REVENUE","INDUSTRY","YEARS","METRO_AREA"
"285","2016","The Fulfillment Lab","1,375%","$8.4m","Logistics & Transportation","","Tampa"
"286","2016","Five Lakes Professional Services","1,364%","$2m","Business Products & Services","","Cleveland"
"287","2016","Advice Media","1,360%","$7.3m","Advertising & Marketing","","Summit Park, UT"
"288","2016","TaskUs","1,355%","$53.6m","Business Products & Services","","Los Angeles"
"289","2016","Spikeball","1,354%","$6.9m","Consumer Products & Services","","Chicago"
"290","2016","Arcweb Technologies","1,354%","$3.8m","Software","","Philadelphia"
"291","2016","Vantage Point","1,352%","$27.3m","Computer Hardware","","Chicago"
"292","2016","Metamarkets","1,351%","$10.2m","Advertising & Marketing","","San Francisco"
"293","2016","OneStream Software","1,345%","$14m","Software","","Detroit"
"294","2016","SmartyPants Vitamins","1,339%","$11.9m","Health","","Los Angeles"
"295","2016","Potomac River Holdings","1,337%","$16.6m","Retail","","Washington, DC"
"296","2016","VOR Technology","1,321%","$2.4m","Government Services","","Baltimore"
"297","2016","Nearpod","1,320%","$3.2m","Education","","Miami"
"298","2016","WebME Technologies / WMT","1,318%","$2m","Software","","Miami"
"299","2016","PagerDuty","1,303%","$28.1m","Software","","San Francisco"
"300","2016","LicenseLogix","1,300%","$5.7m","Business Products & Services","","New York City"
"301","2016","Maer Construction","1,289%","$4.4m","Construction","","Jacksonville, FL"
"302","2016","Marijuana Business Daily","1,288%","$7m","Media","","Providence-Warwick, RI-MA"
"303","2016","Total Technology Solutions Group","1,287%","$12.9m","Business Products & Services","","Chicago"
"304","2016","Welltok","1,285%","$26.2m","Health","","Denver"
"305","2016","Transitions Commute Solutions","1,281%","$3.8m","Logistics & Transportation","","Orlando, FL"
"306","2016","Skyrocket Toys","1,277%","$110.5m","Consumer Products & Services","","Los Angeles"
"307","2016","Aspirent Consulting","1,277%","$6m","IT Services","","Atlanta"
"308","2016","GuidePoint Security","1,276%","$111.1m","Security","","Washington, DC"
"309","2016","Panthera Technologies","1,270%","$2.3m","IT Services","","Baltimore"
"310","2016","Vighter Medical Group","1,267%","$4m","Government Services","","Winona, MN"
"311","2016","Whim Hospitality","1,260%","$7.4m","Food & Beverage","",""
"312","2016","Axis Global Enterprises","1,237%","$6.1m","Construction","","Virginia Beach-Norfolk-Newport News, VA-NC"
"313","2016","GrowersHouse.com","1,233%","$17.2m","Retail","","Tucson, AZ"
"314","2016","Pixability","1,226%","$9.7m","Advertising & Marketing","","Boston"
"315","2016","The Rian Group Real Estate","1,223%","$5.6m","Real Estate","","Portland, OR"
"316","2016","Saatva","1,221%","$70.4m","Retail","","New York City"
"317","2016","Optima Tax Relief","1,214%","$53.9m","Financial Services","","Los Angeles"
"318","2016","Ashby Law","1,214%","$2m","Consumer Products & Services","","Kennewick-Richland, WA"
"319","2016","Enovachem","1,209%","$21.1m","Health","","Los Angeles"
"320","2016","1 Source Business Solutions","1,206%","$78.4m","Human Resources","","Salt Lake City"
"321","2016","Ambassador","1,202%","$3.3m","Software","","Detroit"
"322","2016","Wellbe","1,201%","$2.1m","Health","","Madison, WI"
"323","2016","Proove Biosciences","1,195%","$17.8m","Health","","Los Angeles"
"324","2016","SSi","1,194%","$12m","Human Resources","","Virginia Beach-Norfolk-Newport News, VA-NC"
"325","2016","Evoke Brand Strategies","1,183%","$2m","Advertising & Marketing","","Madison, WI"
"326","2016","Oasys","1,182%","$5m","Government Services","","Washington, DC"
"327","2016","ClearSource","1,181%","$5.7m","Business Products & Services","","Salt Lake City"
"328","2016","GENERAL MATERIALS","1,176%","$3.2m","Business Products & Services","","Atlanta"
"329","2016","Food52","1,173%","$11.2m","Retail","","New York City"
"330","2016","Signpost","1,173%","$8.8m","Advertising & Marketing","","New York City"
"331","2016","Modern Vintage Boutique","1,165%","$5.5m","Retail","","Salt Lake City"
"332","2016","NGCI","1,154%","$8m","IT Services","","Washington, DC"
"333","2016","Karna","1,147%","$14.9m","Government Services","","Atlanta"
"334","2016","NEKTER JUICE BAR","1,146%","$36.7m","Food & Beverage","","Los Angeles"
"335","2016","Lighter Capital","1,144%","$4.3m","Financial Services","","Seattle"
"336","2016","Kargo","1,141%","$94.1m","Advertising & Marketing","","New York City"
"337","2016","eAssist Dental Solutions","1,138%","$4m","Health","","Cheyenne, WY"
"338","2016","Freedom Solar Power","1,134%","$15.9m","Energy","","Austin"
"339","2016","OTR Capital","1,134%","$11m","Financial Services","","Atlanta"
"340","2016","Kwest Enterprises","1,123%","$3.7m","Construction","","Montgomery, AL"
"341","2016","DirectDefense","1,121%","$3.5m","Security","","Denver"
"342","2016","Edifice Solutions","1,121%","$31.4m","Government Services","","Washington, DC"
"343","2016","The Newsletter Pro","1,119%","$3.8m","Advertising & Marketing","","Boise City, ID"
"344","2016","Midwest Corporate Credit","1,119%","$3.6m","Financial Services","","Chicago"
"345","2016","Relumination","1,118%","$3.9m","Energy","","Phoenix"
"346","2016","Quick Bridge Funding","1,114%","$48.8m","Financial Services","","Los Angeles"
"347","2016","Influenster","1,105%","$7.2m","Advertising & Marketing","","New York City"
"348","2016","Davis Defense Group","1,102%","$30.9m","Government Services","","Washington, DC"
"349","2016","Status Labs","1,099%","$5.3m","Advertising & Marketing","","Austin"
"350","2016","Rafael Marrero and Company","1,082%","$2.5m","Business Products & Services","","Miami"
"351","2016","Windsor Circle","1,081%","$3.3m","Software","","Durham-Chapel Hill, NC"
"352","2016","Palo Media","1,078%","$2.3m","Advertising & Marketing","","Boston"
"353","2016","Legacybox","1,076%","$9.6m","Consumer Products & Services","","Chattanooga, TN-GA"
"354","2016","Real Estate Expert Advisors","1,075%","$1.6m","Real Estate","","Atlanta"
"355","2016","Sooryen Technologies","1,074%","$4m","IT Services","","New York City"
"356","2016","Access Point Financial","1,073%","$30.5m","Financial Services","","Atlanta"
"357","2016","Cloud Software","1,072%","$2.1m","IT Services","","Phoenix"
"358","2016","Pharmapacks","1,071%","$66.6m","Retail","","New York City"
"358","2016","Makeup Geek","1,072%","$17.5m","Consumer Products & Services","","Jackson, MI"
"359","2016","Morning Sun Financial Services","1,063%","$54.9m","Health","","Minneapolis"
"360","2016","Tag Aero","1,059%","$7.9m","Logistics & Transportation","","Orlando, FL"
"361","2016","Fortress Marine Construction","1,058%","$4.9m","Construction","","Orlando, FL"
"362","2016","ListenFirst Media","1,057%","$4.9m","Business Products & Services","","New York City"
"363","2016","J.W. Logistics","1,055%","$107.8m","Logistics & Transportation","","Dallas"
"364","2016","Myrtle Consulting Group","1,052%","$8.9m","Business Products & Services","","Houston"
"365","2016","Assurity Staffing Group","1,051%","$2.6m","IT Services","","Atlanta"
"366","2016","Cardlytics","1,049%","$77.6m","Advertising & Marketing","","Atlanta"
"367","2016","Asanda AVEDA Spa Lounge","1,048%","$5.3m","Consumer Products & Services","","New York City"
"368","2016","Swift Capital","1,047%","$51.3m","Financial Services","","Philadelphia"
"369","2016","Trigent Solutions","1,046%","$6.1m","IT Services","","Washington, DC"
"370","2016","GRAYBOX","1,038%","$2.1m","Advertising & Marketing","","Portland, OR"
"371","2016","EMB","1,038%","$3m","Financial Services","","Los Angeles"
"372","2016","Edge Home Finance Corporation","1,030%","$4.4m","Financial Services","","Minneapolis"
"373","2016","MOD Pizza","1,029%","$65.1m","Food & Beverage","","Seattle"
"374","2016","Fresh Roasted Coffee","1,028%","$3.3m","Food & Beverage","","Selinsgrove, PA"
"375","2016","Rain City Capital","1,025%","$5.9m","Financial Services","","Seattle"
"376","2016","The Retail Outsource","1,023%","$13.1m","Retail","","Miami"
"377","2016","Social123","1,014%","$2.7m","Software","","Atlanta"
"378","2016","Converge Consulting","1,009%","$2.1m","Education","","Cedar Rapids, IA"
"379","2016","Signal","1,008%","$29m","Software","","Chicago"
"380","2016","Green Generation Solutions","1,008%","$11m","Engineering","","Washington, DC"
"381","2016","St. John's Medical","1,008%","$4.7m","Health","","Jacksonville, FL"
"382","2016","MedBridge","1,005%","$5.9m","Health","","Seattle"
"383","2016","Payscout","1,005%","$10.2m","Financial Services","","Los Angeles"
"384","2016","Health Catalyst","998%","$40.9m","Health","","Salt Lake City"
"385","2016","Tredence","994%","$3.6m","Business Products & Services","","San Jose"
"386","2016","ArroHealth","990%","$42.1m","Health","","New York City"
"387","2016","Onit","990%","$3m","Software","","Houston"
"388","2016","HealthCare.com","987%","$5.3m","Insurance","","Miami"
"389","2016","Anteris Management Consulting","979%","$4.2m","Business Products & Services","","Atlanta"
"390","2016","ImagineAir","979%","$2.8m","Logistics & Transportation","","Atlanta"
"391","2016","TNH ADVANCED SPECIALTY PHARMACY","976%","$404.1m","Health","","Los Angeles"
"392","2016","Open Systems Technologies","976%","$5.4m","IT Services","","Washington, DC"
"393","2016","Core and More Technologies","975%","$2.2m","Advertising & Marketing","","New York City"
"394","2016","Perfecta Federal","972%","$5.9m","Government Services","","Washington, DC"
"395","2016","Warrior Media","969%","$2.2m","Consumer Products & Services","","Santa Cruz-Watsonville, CA"
"396","2016","Snap36","966%","$4.6m","Business Products & Services","","Chicago"
"396","2016","LifeAID Beverage Co.","966%","$4.3m","Food & Beverage","","Santa Cruz-Watsonville, CA"
"397","2016","Healthiest You","965%","$9.7m","Health","","Phoenix"
"398","2016","centralcloseout.com","961%","$4.4m","Business Products & Services","","Miami"
"399","2016","Uhuru Design","959%","$9.8m","Construction","","New York City"
"400","2016","Corios","958%","$4.4m","Business Products & Services","","Portland, OR"
"401","2016","USTRP","956%","$8.5m","Financial Services","","Kerrville, TX"
"402","2016","Tango Card","955%","$6.1m","Software","","Seattle"
"403","2016","Turbonomic","954%","$44.6m","Software","","Boston"
"404","2016","Sauce Labs","952%","$14.2m","Software","","San Francisco"
"405","2016","Favor TechConsulting","949%","$19.2m","IT Services","","Washington, DC"
"406","2016","Koupon Media","948%","$2.2m","Retail","","Dallas"
"407","2016","Digital Enterprise","947%","$5.1m","IT Services","","Atlanta"
"408","2016","Avertra","944%","$8.7m","IT Services","","Washington, DC"
"409","2016","Fresh Meal Plan","943%","$15.4m","Food & Beverage","","Miami"
"410","2016","Native Commerce","942%","$23.1m","Consumer Products & Services","","Austin"
"411","2016","OrderMyGear","941%","$4.6m","Business Products & Services","","Dallas"
"412","2016","American Passport & Visa International","934%","$3m","Travel & Hospitality","","Washington, DC"
"413","2016","9Round","933%","$7.8m","Health","","Greenville-Anderson-Mauldin, SC"
"414","2016","Nutrislice","928%","$2.6m","Food & Beverage","","Denver"
"415","2016","Regulated Capital Consultants","928%","$9.9m","Business Products & Services","","Atlanta"
"416","2016","Gamma Labs","926%","$7.9m","Health","","New York City"
"417","2016","JEAR Logistics","925%","$42.8m","Logistics & Transportation","","Charleston-North Charleston, SC"
"418","2016","Harmony Healthcare","922%","$40.1m","Health","","Tampa"
"419","2016","Strategic Financial Solutions","919%","$37.6m","Financial Services","","New York City"
"420","2016","Pipe View America","917%","$2.9m","Construction","","Chicago"
"421","2016","Edward Marc Brands","914%","$24.4m","Food & Beverage","","Pittsburgh, PA"
"422","2016","NextAfter","914%","$2.5m","Advertising & Marketing","","Dallas"
"423","2016","ConvertMedia","909%","$18.8m","Advertising & Marketing","","New York City"
"424","2016","GQR Global Markets","906%","$7.5m","Human Resources","","New York City"
"425","2016","Boyce Technologies","905%","$29m","Manufacturing","","New York City"
"426","2016","AASKI Technology","894%","$289.2m","Engineering","","New York City"
"427","2016","The FDA Group","893%","$5m","Health","","Worcester, MA-CT"
"428","2016","Discover Video","893%","$2.9m","Media","","New Haven-Milford, CT"
"429","2016","Kepler Group","889%","$10.6m","Advertising & Marketing","","New York City"
"430","2016","1on1 Development","886%","$2.6m","Software","","New York City"
"431","2016","King Memory","886%","$8.4m","Computer Hardware","","Columbus, OH"
"432","2016","Annmarie Skin Care","883%","$6.3m","Consumer Products & Services","","San Francisco"
"433","2016","Prolific Interactive","882%","$10.1m","Advertising & Marketing","","New York City"
"434","2016","Digital Media Solutions","881%","$54.1m","Media","","Tampa"
"435","2016","Centerspan","880%","$6.7m","Health","","New York City"
"436","2016","Neighbors Health ","877%","$250.7m","Health","","Houston"
"437","2016","SD Bullion","876%","$59.6m","Financial Services","","Adrian, MI"
"438","2016","LiveHelpNow","873%","$2.4m","Software","","Allentown-Bethlehem-Easton, PA-NJ"
"439","2016","Phoenix Loans","873%","$44.6m","Real Estate","","Phoenix"
"440","2016","NextNet Partners","869%","$21.6m","IT Services","","Phoenix"
"441","2016","Livionex","868%","$2.9m","Health","","San Jose"
"442","2016","Be The Change Revolutions","868%","$2.5m","Advertising & Marketing","","Washington, DC"
"443","2016","Signature Analytics","866%","$4m","Financial Services","","San Diego"
"444","2016","Renogy","864%","$18.9m","Consumer Products & Services","","Riverside-San Bernardino-Ontario, CA"
"445","2016","OppLoans","854%","$8.5m","Financial Services","","Chicago"
"446","2016","Rant","854%","$13.7m","Media","","Los Angeles"
"447","2016","Creative Studio Promotions","853%","$2m","Advertising & Marketing","","Grand Rapids-Wyoming, MI"
"448","2016","SoBe Promos","852%","$2.1m","Advertising & Marketing","","Miami"
"449","2016","Team Forss Realty Group","850%","$3.5m","Real Estate","","San Diego"
"450","2016","Revere Capital","849%","$22.6m","Financial Services","","Dallas"
"451","2016","Sequoia Holdings","847%","$5.6m","Government Services","","Washington, DC"
"452","2016","E2 Optics","847%","$50.4m","Telecommunications","","Denver"
"453","2016","GoPole","847%","$9.3m","Consumer Products & Services","","New York City"
"454","2016","Janz","846%","$5.8m","Government Services","","Columbus, OH"
"455","2016","MES","846%","$60.6m","Logistics & Transportation","","Columbus, OH"
"456","2016","FreeForm Agency","845%","$2m","Advertising & Marketing","","Tulsa, OK"
"457","2016","JCS Consulting Group","838%","$3m","IT Services","","San Diego"
"458","2016","Flexfire LEDs","832%","$2.3m","Manufacturing","","Los Angeles"
"459","2016","Omnibuild","832%","$171.6m","Construction","","New York City"
"460","2016","CULVER EQUIPMENT","829%","$10m","Business Products & Services","","Phoenix"
"461","2016","Nolan Transportation Group","824%","$196.3m","Logistics & Transportation","","Atlanta"
"462","2016","The Hilb Group","820%","$36.8m","Insurance","","Richmond, VA"
"463","2016","Altalena","819%","$2.7m","Food & Beverage","","Los Angeles"
"464","2016","Multifamily Utility Company","818%","$11.8m","Real Estate","","San Diego"
"465","2016","Ultimate Jet Vacations","818%","$17.9m","Travel & Hospitality","","Miami"
"466","2016","National Merchants Association","816%","$19.2m","Financial Services","","Riverside-San Bernardino-Ontario, CA"
"467","2016","Moore Heating & Air Conditioning","815%","$9.2m","Construction","","Santa Rosa, CA"
"468","2016","Stay Alfred Vacation Rentals","814%","$13m","Travel & Hospitality","","Spokane-Spokane Valley, WA"
"469","2016","Redwood Scientific Technologies","814%","$5.1m","Health","","Los Angeles"
"470","2016","Totally Joined For Achieving Collaborative Techniques","810%","$4.1m","Government Services","","Atlanta"
"471","2016","Sol Systems","806%","$57.5m","Financial Services","","Washington, DC"
"472","2016","WeGoLook","806%","$2.9m","Business Products & Services","","Oklahoma City, OK"
"473","2016","Stardust Memorials","806%","$2.8m","Retail","","Traverse City, MI"
